,name,ufc_record,nickname,height,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
177,Luiz Azeredo, 15-10-0,," 5' 9""",154, Orthodox," Jun 10, 1976",2.16,2.76,39.0,57.0,1.07,50.0,45.0,0.3
178,Luciano Azevedo, 17-9-1,," 6' 3""",161, Orthodox," Jun 25, 1981",0.76,1.97,45.0,27.0,2.28,11.0,0.0,0.0
179,Hunter Azure, 9-2-0,," 5' 8""",145, Orthodox," Mar 02, 1992",3.92,2.08,53.0,58.0,1.97,34.0,67.0,1.3
180,Niklas Backstrom, 11-3-0 (1 NC),," 6' 1""",145, Orthodox," Aug 22, 1989",1.12,3.65,41.0,40.0,2.92,80.0,72.0,2.2
181,Seth Baczynski, 20-14-0,THE POLISH PISTOLA," 6' 3""",170, Orthodox," Oct 26, 1981",3.08,3.14,31.0,51.0,0.89,16.0,48.0,0.8
182,Ryan Bader, 23-5-0,DARTH," 6' 2""",205, Orthodox," Jun 07, 1983",2.82,1.39,43.0,71.0,3.37,44.0,80.0,0.4
183,Izabela Badurek, 6-3-0,," 5' 5""",115, Orthodox," Jul 11, 1991",3.74,4.9,71.0,32.0,1.75,12.0,100.0,0.0
184,Miguel Baeza, 10-0-0,CARAMEL THUNDER," 6' 2""",170, Orthodox," Aug 23, 1992",4.64,3.89,55.0,50.0,0.8,40.0,100.0,1.2
185,Ali Bagautinov, 15-6-0,PUNCHER," 5' 4""",125, Orthodox," Jun 10, 1985",2.85,3.09,42.0,52.0,2.51,36.0,65.0,0.3
186,Mehdi Baghdad, 11-5-0,THE SULTAN," 6' 1""",155, Orthodox," Apr 13, 1985",3.13,4.56,30.0,46.0,0.0,0.0,33.0,0.0
187,Melsik Baghdasaryan, 5-1-0,THE GUN," 5' 9""",145, Southpaw," Jan 28, 1992",6.8,3.8,64.0,53.0,0.0,0.0,75.0,0.0
188,Siyar Bahadurzada, 24-8-1,THE GREAT," 5' 11""",170, Orthodox," Apr 17, 1984",2.91,3.23,40.0,49.0,1.32,61.0,62.0,0.3
189,Ignacio Bahamondes, 11-4-0,LA JAULA," 6' 3""",170, Orthodox," Aug 27, 1997",7.91,6.4,41.0,51.0,0.0,0.0,100.0,0.0
190,Shamar Bailey, 16-11-0,," 5' 9""",155, Southpaw," Sep 22, 1982",1.56,3.91,20.0,69.0,1.5,33.0,37.0,0.0
191,Jordan Bailey, 6-3-0,," 5' 9""",145,, --,1.74,0.29,40.0,0.0,4.35,100.0,0.0,4.3
192,Scott Baker, 1-1-0,," 6' 0""",210,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Bryan Baker, 18-5-0,THE BEAST," 6' 3""",185, Orthodox," Oct 13, 1985",1.78,2.83,52.0,45.0,0.44,50.0,37.0,0.9
194,Oluwale Bamgbose, 6-4-0,HOLY WAR ANGEL," 5' 11""",185, Switch," Aug 04, 1987",2.45,2.7,48.0,55.0,0.94,33.0,37.0,0.0
195,Stephen Banaszak, 5-5-0,," 6' 0""",145,," Dec 07, 1990",4.2,1.15,47.0,66.0,0.0,0.0,100.0,1.9
196,Marcin Bandel, 15-7-0,BOMBA," 5' 10""",155, Orthodox," Oct 10, 1989",0.79,5.26,50.0,23.0,0.0,0.0,0.0,0.0
197,Humberto Bandenay, 14-7-0 (1 NC),," 5' 11""",145, Southpaw," Sep 04, 1994",2.22,4.79,41.0,41.0,2.9,46.0,62.0,0.5
198,Tae Hyun Bang, 18-10-0,SUPERNATURAL," 5' 9""",155, Switch," Apr 15, 1983",2.72,2.07,38.0,66.0,0.49,33.0,57.0,0.5
199,Yohan Banks, 2-1-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Antonio Banuelos, 20-11-1,," 5' 5""",135, Orthodox," Sep 23, 1979",2.69,3.15,33.0,58.0,1.62,62.0,86.0,0.4
201,Renan Barao, 34-9-0 (1 NC),THE BARON," 5' 6""",145, Orthodox," Jan 31, 1987",3.78,3.9,36.0,57.0,1.49,41.0,91.0,0.5
202,Junior Barata, 9-3-1,," 5' 10""",170, Orthodox," Jan 25, 1982",4.03,8.46,33.0,34.0,0.0,0.0,0.0,0.0
203,Maycee Barber, 8-2-0,THE FUTURE," 5' 5""",125, Switch," May 18, 1998",5.21,3.0,52.0,50.0,1.44,40.0,80.0,0.2
204,Bryan Barberena, 15-7-0,BAM BAM," 6' 0""",170, Southpaw," May 03, 1989",5.48,4.7,48.0,45.0,0.23,28.0,60.0,0.5
205,Edson Barboza, 22-9-0,JUNIOR," 5' 11""",145, Orthodox," Jan 21, 1986",4.16,4.15,44.0,59.0,0.42,44.0,78.0,0.1
206,Raoni Barcelos, 16-1-0,," 5' 7""",135, Orthodox," May 01, 1987",5.59,4.17,52.0,67.0,2.23,56.0,85.0,0.7
207,Daniel Barez, 12-4-0,," 5' 6""",125,," Dec 10, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Luke Barnatt, 13-4-0,THE BIGSLOW," 6' 6""",185, Orthodox," Apr 13, 1988",4.43,3.87,36.0,59.0,0.63,42.0,63.0,0.4
209,James Barnes, 7-2-0,," 5' 8""",145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Nick Barnes, 11-2-0,," 5' 11""",170,, --,2.86,8.93,29.0,51.0,5.36,100.0,100.0,5.4
211,Josh Barnett, 35-8-0,THE WARMASTER," 6' 3""",250, Orthodox," Nov 10, 1977",3.2,2.11,50.0,57.0,1.26,55.0,55.0,1.4
212,Chris Barnett, 21-7-0,BEASTBOY," 5' 9""",265, Orthodox," Jun 14, 1986",4.64,8.43,38.0,40.0,0.0,0.0,0.0,0.0
213,Chris Barnhizer, 2-3-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,David Baron, 17-4-1,," 5' 6""",155, Switch," Feb 15, 1973",1.17,2.1,30.0,56.0,0.0,0.0,14.0,0.7
215,Phil Baroni, 15-18-0,THE NEW YORK BAD ASS," 5' 9""",170, Orthodox," Apr 16, 1976",2.77,3.93,45.0,40.0,1.46,47.0,60.0,0.5
216,Dan Barrera, 3-1-0,THE FIREMAN," 5' 9""",170, Orthodox," Dec 23, 1980",0.8,1.2,70.0,28.0,1.0,8.0,0.0,0.0
217,Carlos Barreto, 14-9-0,," 6' 4""",230, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Jose Barreto, 0-1-0,, --,185, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Peter Barrett, 11-5-0,SLIPPERY," 5' 10""",145, Southpaw," Aug 10, 1986",4.18,4.32,61.0,42.0,1.39,22.0,66.0,0.0
220,Marc-Andre Barriault, 12-4-0 (1 NC),POWERBAR," 6' 1""",185, Orthodox," Feb 18, 1990",5.36,4.79,48.0,55.0,0.43,25.0,72.0,0.0
221,David Barrios, 4-8-0,," 5' 6""",145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Alexandre Barros, 22-11-0,BAIXINHO," 5' 9""",170, Southpaw," Nov 19, 1976",0.98,4.05,40.0,36.0,1.84,50.0,100.0,0.0
223,Ricardo Barros, 2-2-0,," 6' 1""",205,," Mar 22, 1976",0.0,8.22,0.0,31.0,0.0,0.0,100.0,0.0
224,Francimar Barroso, 19-7-0 (1 NC),BODAO," 6' 1""",205, Orthodox," Feb 28, 1980",2.77,3.07,52.0,59.0,2.22,24.0,83.0,0.0
225,Pat Barry, 8-7-0,HD," 5' 11""",235, Orthodox," Jul 07, 1979",2.72,3.54,52.0,59.0,0.0,0.0,76.0,0.2
226,Dean Barry, 3-1-0,THE SNIPER, --,155,," Mar 07, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Enrique Barzola, 17-5-2,EL FUERTE," 5' 7""",145, Orthodox," Apr 28, 1989",3.91,2.97,41.0,68.0,4.2,45.0,66.0,0.3
228,Javid Basharat, 10-0-0,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Stephen Bass, 11-2-0,BIGFISH," 5' 9""",145, Orthodox," Nov 14, 1982",4.87,5.87,52.0,55.0,0.0,0.0,0.0,0.0
230,Sean Bassett, 0-4-0,, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Ryan Bastianelli, 6-7-0 (1 NC),RELENTLESS," 5' 5""",135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Shayna Baszler, 15-11-0,THE QUEEN OF SPADES," 5' 7""",135, Orthodox," Aug 08, 1980",2.49,6.36,30.0,51.0,0.67,18.0,44.0,1.3
233,Michel Batista, 4-1-0 (1 NC),," 6' 3""",260, Orthodox," Apr 20, 1984",0.0,4.03,0.0,40.0,6.72,50.0,0.0,0.0
234,Alan Baudot, 8-2-0,THE BLACK SAMOURAI," 6' 3""",243, Orthodox," Feb 01, 1988",1.89,10.11,25.0,36.0,0.0,0.0,0.0,0.0
235,Mario Bautista, 8-2-0,," 5' 9""",135, Switch," Jul 01, 1993",5.71,4.78,45.0,54.0,0.48,33.0,70.0,0.0
236,Chris Beal, 10-5-0,REAL DEAL," 5' 7""",125, Orthodox," Aug 06, 1985",3.45,3.18,35.0,61.0,1.6,58.0,78.0,0.2
237,Rudy Bears, 16-15-0,," 5' 11""",170, Southpaw, --,1.27,2.53,29.0,50.0,0.0,0.0,0.0,0.0
238,Salvador Becerra, 5-2-0,," 5' 9""",155,, --,4.57,3.83,31.0,58.0,0.0,0.0,66.0,0.0
239,Ariel Beck, 4-5-0,," 5' 6""",125, Southpaw," Sep 16, 1990",4.44,4.31,34.0,64.0,0.0,0.0,0.0,0.0
240,Jeff Bedard, 13-3-0,LITTLE POPEYE," 5' 6""",145, Orthodox," Feb 06, 1970",0.8,0.0,51.0,100.0,3.43,66.0,100.0,2.6
241,Eric Bedard, 6-7-0,LUCKY STRIKES," 6' 2""",239,," Sep 11, 1984",6.37,8.54,35.0,52.0,0.0,0.0,0.0,0.0
242,Johnny Bedford, 21-13-1 (1 NC),BRUTAL," 5' 10""",135, Orthodox," Jan 06, 1983",4.53,1.75,50.0,63.0,1.83,62.0,62.0,0.0
243,Chase Beebe, 24-13-1,," 5' 7""",135, Orthodox," Mar 29, 1985",2.17,1.64,38.0,69.0,2.49,42.0,41.0,0.9
244,Lyle Beerbohm, 24-3-0,FANCY PANTS," 5' 10""",155, Southpaw," Feb 05, 1979",1.98,1.61,55.0,54.0,2.1,23.0,64.0,0.3
245,Mirsad Bektic, 13-4-0,," 5' 8""",145, Orthodox," Feb 16, 1991",2.43,1.8,41.0,57.0,3.98,52.0,92.0,0.4
246,Diana Belbita, 13-6-0,THE WARRIOR PRINCESS," 5' 7""",125, Orthodox," Jun 26, 1996",5.81,6.49,39.0,52.0,1.69,66.0,64.0,0.0
247,Alan Belcher, 18-8-0,THE TALENT," 6' 2""",185, Orthodox," Apr 24, 1984",2.7,3.1,41.0,59.0,0.44,26.0,55.0,0.9
248,Vitor Belfort, 26-14-0 (1 NC),THE PHENOM," 6' 0""",185, Southpaw," Apr 01, 1977",1.59,2.83,46.0,50.0,1.02,60.0,53.0,0.6
249,Danilo Belluardo, 12-5-0,CATERPILLAR," 6' 0""",155, Southpaw," Jul 21, 1994",1.52,4.79,61.0,41.0,3.5,100.0,50.0,0.0
250,Joey Beltran, 17-14-0 (1 NC),THE MEXICUTIONER," 6' 1""",185, Orthodox," Dec 08, 1981",4.92,5.27,36.0,54.0,0.48,18.0,75.0,0.0
251,Marco Beltran, 8-6-0,PSYCHO," 5' 8""",125, Orthodox," May 18, 1986",2.07,1.93,37.0,63.0,0.7,50.0,46.0,0.2
252,Joseph Benavidez, 28-8-0,," 5' 4""",125, Southpaw," Jul 31, 1984",3.52,2.67,34.0,61.0,1.41,30.0,62.0,0.6
253,Mike Bencic, 1-2-0,BATMAN," 6' 0""",215, Orthodox, --,0.0,3.32,0.0,53.0,0.0,0.0,0.0,0.0
254,Dave Beneteau, 6-5-1,DANGEROUS," 6' 2""",250, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Karla Benitez, 14-11-1 (1 NC),," 5' 3""",113,, --,0.0,2.4,0.0,57.0,0.0,0.0,100.0,0.0
256,Gabriel Benitez, 22-9-0,MOGGLY," 5' 8""",155, Southpaw," Jun 15, 1988",4.38,3.26,38.0,70.0,0.17,50.0,56.0,1.2
257,Charles Bennett, 30-33-2,KRAZY HORSE," 5' 8""",155, Orthodox," Nov 23, 1979",1.39,1.35,39.0,64.0,2.02,100.0,36.0,2.0
258,Josh Bennett, 11-14-0,," 6' 4""",259, Orthodox, --,2.9,5.8,40.0,43.0,1.5,100.0,100.0,0.0
259,DeAnna Bennett, 8-3-1,THE ARGENTINE ASSASSIN," 5' 4""",125, Orthodox," Nov 18, 1984",3.13,3.27,58.0,58.0,0.0,0.0,0.0,1.0
260,Lance Benoist, 7-2-0,," 5' 11""",170, Southpaw," Aug 26, 1988",3.68,2.7,51.0,56.0,1.5,33.0,61.0,0.0
261,Joe Benoit, 11-4-0,," 5' 9""",170, Orthodox," Mar 12, 1982",0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
262,Ryan Benoit, 10-7-0,BABY FACE," 5' 5""",125, Orthodox," Aug 25, 1989",2.95,3.4,41.0,60.0,0.33,25.0,70.0,0.5
263,Pat Benson, 3-5-3,," 5' 9""",155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Len Bentley, 10-6-0,," 5' 9""",155,," Nov 30, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Steve Berger, 21-23-2 (1 NC),THE RED NOSED PITBULL," 5' 11""",170, Orthodox," May 20, 1973",1.0,3.26,27.0,36.0,0.84,40.0,16.0,1.7
266,Kenneth Bergh, 8-0-0 (1 NC),," 6' 2""",205, Orthodox," Jun 26, 1989",4.56,1.27,75.0,28.0,0.0,0.0,0.0,0.0
267,Bret Bergmark, 6-1-1,THE ANGRY HICK," 5' 9""",170,," Nov 24, 1973",2.78,2.78,52.0,37.0,4.17,100.0,50.0,4.2
268,Keith Berish, 5-1-0 (1 NC),SHA BANG BANG," 6' 0""",205, Orthodox," Nov 14, 1985",3.58,4.81,36.0,62.0,1.76,40.0,0.0,0.0
269,Dennis Bermudez, 17-9-0,THE MENACE," 5' 6""",155, Orthodox," Dec 13, 1986",4.42,3.07,46.0,59.0,3.89,40.0,82.0,1.1
270,Manny Bermudez, 14-2-0,THE BERMUDEZ TRIANGLE," 5' 10""",145, Orthodox," Jul 16, 1994",2.92,2.68,61.0,46.0,3.06,54.0,0.0,3.1
271,Talita Bernardo, 6-4-0,," 5' 4""",135, Orthodox," Mar 04, 1987",3.12,4.04,42.0,55.0,1.62,22.0,28.0,0.5
272,Dave Berry, 0-1-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Keith Berry, 15-14-1 (1 NC),," 6' 1""",185,," Oct 25, 1987",0.27,6.27,12.0,28.0,0.0,0.0,0.0,0.0
274,Dieusel Berto, 0-3-0,," 5' 9""",200,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Edson Berto, 17-12-1,LITTLE TIGER," 5' 6""",155, Orthodox," Jul 05, 1983",1.76,4.62,36.0,47.0,5.47,40.0,0.0,2.7
276,Allen Berube, 4-3-0,MONSTAH LOBSTAH," 5' 8""",155, Orthodox," Aug 25, 1974",0.92,0.92,80.0,33.0,6.87,100.0,0.0,3.4
277,Anton Berzin, 5-1-0,THE BODY SNATCHER," 6' 2""",205, Orthodox," Sep 29, 1989",4.4,6.8,46.0,67.0,2.0,28.0,0.0,1.0
278,Scott Bessac, 4-6-0,," 6' 4""",245,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Matt Bessette, 22-9-0 (1 NC),THE MANGLER," 5' 10""",145, Orthodox," Dec 28, 1984",4.36,4.45,41.0,58.0,0.64,28.0,61.0,0.3
280,Khadzhi Bestaev, 10-4-0,BEST," 6' 6""",185,," Jul 16, 1988",6.15,10.0,29.0,43.0,0.0,0.0,0.0,0.0
281,Fernando Bettega, 7-5-0,, --,170,," Mar 10, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Arjan Bhullar, 9-1-0,," 6' 1""",245, Orthodox," May 13, 1986",2.33,3.25,56.0,59.0,1.73,75.0,100.0,0.0
283,KB Bhullar, 8-2-0,THE BENGAL," 6' 4""",185, Switch," Oct 12, 1991",4.31,5.39,49.0,45.0,0.0,0.0,0.0,0.0
284,Bibulatov Magomed, 14-2-0,CHABORZ," 5' 5""",125, Orthodox," Aug 22, 1988",3.6,1.83,51.0,52.0,2.85,40.0,75.0,0.0
285,David Bielkheden, 24-12-0,," 5' 10""",155, Orthodox," Jun 06, 1979",1.11,1.64,57.0,54.0,2.65,63.0,14.0,0.0
286,Jeremiah Billington, 11-2-0,," 5' 9""",205, Orthodox," Nov 14, 1977",1.6,7.06,62.0,35.0,0.0,0.0,50.0,0.0
287,Scott Bills, 7-9-1,," 5' 10""",170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Anthony Birchak, 16-8-0,EL TORO," 5' 8""",135, Orthodox," May 16, 1986",3.93,3.67,36.0,56.0,0.48,14.0,61.0,0.5
289,Chris Birchler, 7-4-0,THE BIG BUCK," 6' 3""",205, Switch," Jun 05, 1987",9.35,14.83,46.0,35.0,0.0,0.0,0.0,0.0
290,Michael Bisping, 30-9-0,THE COUNT," 6' 1""",185, Orthodox," Feb 28, 1979",4.33,2.71,38.0,65.0,1.05,43.0,63.0,0.3
291,Amaury Bitetti, 5-2-0,," 5' 9""",185, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Caio Bittencourt, 14-6-0,," 6' 0""",185,," May 22, 1997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Simon Biyong, 7-1-0,, --,205,," Apr 05, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Jan Blachowicz, 28-8-0,," 6' 2""",205, Orthodox," Feb 24, 1983",3.59,2.79,49.0,53.0,1.18,53.0,65.0,0.2
295,Jason Black, 23-4-1,THE BLACK LEGION," 5' 8""",155, Orthodox," Jul 15, 1972",1.06,2.6,47.0,45.0,0.48,33.0,28.0,6.2
296,Brad Blackburn, 18-13-1 (1 NC),BAD BRAD," 5' 10""",170, Orthodox," May 25, 1977",4.55,3.59,35.0,65.0,0.93,50.0,76.0,0.7
297,Jason Blackford, 3-3-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Tom Blackledge, 10-7-0,, --,205, Orthodox, --,2.91,2.55,61.0,46.0,0.0,0.0,75.0,0.0
299,Sherrard Blackledge, 5-1-0,THE THRILLER," 5' 11""",155, Orthodox," Aug 16, 1993",3.7,3.13,49.0,55.0,4.0,33.0,42.0,0.0
300,Erin Blanchfield, 6-1-0,COLD BLOODED," 5' 4""",135, Orthodox," May 04, 1999",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Maximo Blanco, 12-8-1 (1 NC),MAXI," 5' 8""",145, Orthodox," Oct 16, 1983",4.11,3.19,44.0,66.0,1.85,36.0,63.0,0.3
302,David Blanco, 2-0-0,," 5' 7""",145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Curtis Blaydes, 14-3-0 (1 NC),RAZOR," 6' 4""",265, Orthodox," Feb 18, 1991",3.59,1.7,53.0,57.0,6.64,54.0,33.0,0.0
304,Arlene Blencowe, 9-6-0,ANGERFIST," 5' 5""",145,," Apr 11, 1983",2.31,2.1,43.0,43.0,0.0,0.0,55.0,0.6
305,Byron Bloodworth, 6-3-0,," 5' 8""",135, Orthodox," Aug 16, 1983",1.82,5.18,28.0,50.0,0.0,0.0,0.0,0.0
306,Dashawn Boatwright, 3-1-0,"BUCK, THE 400-POUND SILVERBACK"," 6' 0""",205, Orthodox," Feb 29, 1988",0.0,52.5,0.0,12.0,0.0,0.0,0.0,0.0
307,Dan Bobish, 17-9-0,," 6' 2""",345, Southpaw," Jan 26, 1970",2.06,1.74,44.0,34.0,2.44,42.0,0.0,1.6
308,Mark Bocek, 12-5-0,," 5' 8""",155, Orthodox," Oct 24, 1981",2.34,2.32,43.0,60.0,3.65,36.0,31.0,1.3
309,Kyle Bochniak, 8-5-0,KILLER B," 5' 7""",145, Orthodox," Feb 05, 1987",2.63,5.11,31.0,58.0,1.14,15.0,62.0,0.0
310,James Bochnovic, 8-3-0,," 6' 4""",205, Orthodox," Feb 13, 1989",0.65,3.64,26.0,21.0,0.0,0.0,0.0,0.0
311,Jeremy Boczulak, 0-2-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Tim Boetsch, 21-13-0,THE BARBARIAN," 6' 0""",185, Orthodox," Jan 28, 1981",2.93,2.9,50.0,57.0,1.45,34.0,59.0,0.8
313,Galore Bofando, 5-3-0,," 5' 11""",170, Switch," May 22, 1982",3.63,3.63,45.0,54.0,2.37,100.0,50.0,0.0
314,Jay Bogan, 6-6-0,, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Roman Bogatov, 10-1-0,," 5' 8""",155, Orthodox," Dec 15, 1990",3.33,4.4,42.0,44.0,1.0,9.0,50.0,0.0
316,Derek Bohi, 8-5-0,MARSHMALLOW," 6' 4""",260,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Jerry Bohlander, 11-4-0,," 5' 11""",199, Orthodox," Feb 12, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Mandy Bohm, 7-0-0 (1 NC),MONSTER," 5' 6""",125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Kotetsu Boku, 25-11-2,," 5' 9""",154, Orthodox," May 27, 1977",2.47,2.8,42.0,53.0,0.0,0.0,0.0,0.0
320,Kyle Bolt, 8-4-0,," 6' 2""",185,, --,7.27,7.27,52.0,45.0,0.0,0.0,0.0,0.0
321,Denys Bondar, 12-1-0,PSYCHO," 5' 6""",125, Orthodox," Jun 27, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Luc Bondole, 5-2-2,," 6' 2""",205,, --,3.35,2.04,51.0,62.0,0.0,0.0,0.0,1.8
323,Tony Bonello, 16-3-1 (1 NC),THE GUN," 6' 2""",185,, --,0.62,12.62,33.0,10.0,0.0,0.0,0.0,0.0
324,Jesse Bongfeldt, 16-5-1,WATER," 6' 0""",185, Orthodox," Aug 28, 1980",2.91,1.01,62.0,50.0,1.51,33.0,33.0,0.0
325,Marcos Bonilla, 4-4-0,MURDER MARX," 5' 10""",145,, --,0.47,0.47,12.0,94.0,0.0,0.0,0.0,0.0
326,Stephan Bonnar, 15-9-0,THE AMERICAN PSYCHO," 6' 4""",205, Orthodox," Apr 04, 1977",2.76,3.01,38.0,52.0,1.32,40.0,60.0,1.0
327,Rogerio Bontorin, 17-3-0 (1 NC),," 5' 5""",125, Orthodox," Apr 25, 1992",2.82,3.41,53.0,43.0,1.68,43.0,51.0,1.2
328,Ray Borg, 13-5-0,THE TAZMEXICAN DEVIL," 5' 4""",135, Orthodox," Aug 04, 1993",1.52,1.93,52.0,48.0,3.89,50.0,46.0,1.0
329,Igor Borisov, 1-1-0,," 6' 0""",235, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Calen Born, 7-1-0,," 5' 8""",170, Switch," May 24, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Caio Borralho, 8-1-0 (1 NC),," 6' 1""",185,," Jan 16, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Tanner Boser, 19-7-1,THE BULLDOZER," 6' 2""",255, Orthodox," Aug 02, 1991",4.54,2.7,55.0,63.0,0.0,0.0,100.0,0.0
333,Steve Bosse, 12-2-0,THE BOSS," 5' 11""",205, Orthodox," Jul 29, 1981",5.99,5.38,52.0,50.0,0.92,33.0,100.0,0.0
334,Marcus Bossett, 1-3-0,THE GRASSHOPPER," 6' 1""",215, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Chris Bostick, 6-3-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Poliana Botelho, 8-4-0,," 5' 8""",115, Orthodox," Dec 15, 1988",2.83,2.75,57.0,50.0,0.92,57.0,80.0,0.0
337,Francois Botha, 0-1-0,WHITE BUFFALO," 6' 2""",260, Orthodox," Sep 28, 1968",0.0,1.05,0.0,77.0,0.0,0.0,0.0,0.0
338,Gregory Bouchelaghem, 5-4-0,," 6' 2""",183, Switch, --,0.27,1.53,21.0,36.0,0.0,0.0,50.0,0.0
339,Roy Boughton, 14-8-0,BLACK DYNAMITE," 6' 0""",205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Rich Bouphanouvong, 1-4-0,," 5' 7""",170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Mike Bourke, 10-16-1 (1 NC),THE RHINO," 6' 0""",275, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Jess Bouscal, 3-2-0,, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Tai Bowden, 1-1-0,," 5' 11""",230,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Melton Bowen, 0-1-0,THE PUNISHER," 6' 0""",225, Orthodox," Jul 16, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Kyron Bowen, 9-5-0,BULLSEYE," 6' 3""",185, Orthodox," Dec 22, 1993",2.73,2.05,57.0,40.0,0.0,0.0,0.0,0.0
346,Brian Bowles, 10-3-0,," 5' 7""",135, Orthodox," Jun 22, 1980",2.36,2.98,26.0,64.0,1.39,70.0,54.0,1.4
347,Roger Bowling, 12-6-0 (1 NC),RELENTLESS," 5' 9""",155, Orthodox," Dec 05, 1982",3.9,3.86,47.0,51.0,3.09,43.0,27.0,0.9
348,Blake Bowman, 2-6-0,," 6' 2""",170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Ashe Bowman, 9-11-0,THE ARCHER," 5' 9""",155,," Nov 17, 1976",2.43,4.86,42.0,57.0,0.0,0.0,0.0,0.0
350,Colley Bradford, 0-1-0,," 5' 7""",145,, --,0.43,1.73,25.0,50.0,19.42,50.0,100.0,0.0
351,Kyle Bradley, 19-12-0 (1 NC),," 5' 9""",155, Orthodox," Aug 19, 1982",1.99,3.45,40.0,58.0,0.65,50.0,40.0,0.0
352,Paul Bradley, 23-8-0 (2 NC),THE GENTLEMAN," 5' 9""",170, Orthodox," Jun 13, 1983",2.26,4.13,32.0,56.0,1.12,16.0,100.0,0.0
353,Sean Brady, 14-0-0,," 5' 10""",170, Orthodox," Nov 23, 1992",4.72,3.6,55.0,63.0,2.69,60.0,100.0,1.2
354,Ebenezer Fontes Braga, 13-7-2,PITBULL," 6' 0""",199, Orthodox," Apr 14, 1969",2.42,0.42,50.0,71.0,0.0,0.0,90.0,0.6
355,Ramiz Brahimaj, 8-3-0,," 5' 10""",170, Orthodox," Nov 17, 1992",3.73,6.14,36.0,55.0,0.0,0.0,100.0,0.0
356,Joe Brammer, 7-3-1,THE SOUTH SIDE STRANGLER," 5' 8""",155, Orthodox," Aug 23, 1983",2.15,2.8,31.0,56.0,0.81,50.0,50.0,0.0
